No,InputData,Kernel,Data,DataID,DRAMFrequency,SMFrequency,ElapsedCycles,MemoryPercentage,SOLDRAM,Duration,SOLL1/TEXCache,SOLL2Cache,SMActiveCycles,SMPercentage,BlockSize,GridSize,RegistersPerThread,SharedMemoryConfigurationSize,DriverSharedMemoryPerBlock,DynamicSharedMemoryPerBlock,StaticSharedMemoryPerBlock,Threads,WavesPerSM,BlockLimitSM,BlockLimitRegisters,BlockLimitSharedMem,BlockLimitWarps,TheoreticalActiveWarpsperSM,TheoreticalOccupancy,AchievedOccupancy,AchievedActiveWarpsPerSM,variant,BeginAddr,EndAddr,DataSize,CPUPageFault,GPUPagePault,HtoD,DtoH,RemoteMap,label
122,14080,needle_cuda_shared_1,input_itemsets,1,629246004.1478001,940416729.2248994,10761.77,4.387199999999999,2.0837,11434.24,10.6356,1.1663,4447.4149,1.5124999999999995,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0264,11,0x2000a0000000,0x2000cf45b804,793098244,2272,1110,774528.0,0.0,0.0,0
123,14336,needle_cuda_shared_1,referrence,0,627222100.2386001,937855165.1003996,10728.19,4.3900999999999994,2.088199999999999,11435.2,10.670299999999996,1.1578000000000002,4432.883800000001,1.5166,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6015000000000006,1.0264,11,0x200060000000,0x20009101c004,822198276,2354,1686,802944.0,0.0,0.0,0
124,14336,needle_cuda_shared_1,input_itemsets,1,627222100.2386001,937855165.1003996,10728.19,4.3900999999999994,2.088199999999999,11435.2,10.670299999999996,1.1578000000000002,4432.883800000001,1.5166,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6015000000000006,1.0264,11,0x2000a0000000,0x2000d101c004,822198276,2354,1122,802944.0,0.0,0.0,0
125,14592,needle_cuda_shared_1,referrence,0,633809560.1991001,947172924.0873996,10821.32,4.3534000000000015,2.0683,11416.32,10.611299999999998,1.1492000000000002,4464.387,1.5019999999999996,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6016000000000006,1.0264,11,0x200060000000,0x200092c5c804,851822596,2440,1720,831872.0,0.0,0.0,0
126,14592,needle_cuda_shared_1,input_itemsets,1,633809560.1991001,947172924.0873996,10821.32,4.3534000000000015,2.0683,11416.32,10.611299999999998,1.1492000000000002,4464.387,1.5019999999999996,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6016000000000006,1.0264,11,0x2000a0000000,0x2000d2c5c804,851822596,2440,1129,831872.0,0.0,0.0,0
127,14848,needle_cuda_shared_1,referrence,0,629048824.1481003,939933956.5495003,10760.64,4.388700000000001,2.0839000000000003,11438.72,10.635600000000004,1.1496999999999995,4449.408300000001,1.5152,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0265,11,0x200060000000,0x20009491d004,881971204,2526,1729,861312.0,0.0,0.0,0
128,14848,needle_cuda_shared_1,input_itemsets,1,629048824.1481003,939933956.5495003,10760.64,4.388700000000001,2.0839000000000003,11438.72,10.635600000000004,1.1496999999999995,4449.408300000001,1.5152,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0265,11,0x2000a0000000,0x2000d491d004,881971204,2526,1141,861312.0,0.0,0.0,0
129,15104,needle_cuda_shared_1,referrence,0,630779391.3856999,942426862.8624,10765.12,4.379199999999998,2.0799,11411.84,10.624600000000003,1.1573999999999995,4448.1149,1.5124000000000004,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6019000000000008,1.0265,11,0x200060000000,0x20009665d804,912644100,2614,1785,891264.0,0.0,0.0,0
130,15104,needle_cuda_shared_1,input_itemsets,1,630779391.3856999,942426862.8624,10765.12,4.379199999999998,2.0799,11411.84,10.624600000000003,1.1573999999999995,4448.1149,1.5124000000000004,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6019000000000008,1.0265,11,0x2000a0000000,0x2000d665d804,912644100,2614,1166,891264.0,0.0,0.0,0
131,15360,needle_cuda_shared_1,referrence,0,629939788.6067003,941087254.1580003,10786.37,4.389500000000001,2.0781000000000005,11451.2,10.693499999999997,1.1528,4437.875299999999,1.5104999999999993,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6014000000000004,1.0264,11,0x200060000000,0x20009841e004,943841284,2702,1789,921728.0,0.0,0.0,0
132,15360,needle_cuda_shared_1,input_itemsets,1,629939788.6067003,941087254.1580003,10786.37,4.389500000000001,2.0781000000000005,11451.2,10.693499999999997,1.1528,4437.875299999999,1.5104999999999993,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6014000000000004,1.0264,11,0x2000a0000000,0x2000d841e004,943841284,2702,1211,921728.0,0.0,0.0,0
133,15616,needle_cuda_shared_1,referrence,0,635083032.9270997,949223665.6609,10860.61,4.3355999999999995,2.0623,11434.24,10.564899999999998,1.153,4483.274299999999,1.4970999999999994,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.601800000000001,1.0263,11,0x200060000000,0x20009a25e804,975562756,2794,1872,952704.0,0.0,0.0,0
134,15616,needle_cuda_shared_1,input_itemsets,1,635083032.9270997,949223665.6609,10860.61,4.3355999999999995,2.0623,11434.24,10.564899999999998,1.153,4483.274299999999,1.4970999999999994,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.601800000000001,1.0263,11,0x2000a0000000,0x2000da25e804,975562756,2794,1181,952704.0,0.0,0.0,0
135,15872,needle_cuda_shared_1,referrence,0,618358318.7059,923861968.4471002,10766.64,4.3796,2.0803000000000007,11642.88,10.632700000000002,1.158,4446.5736000000015,1.5126999999999995,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6018000000000012,1.0265,11,0x200060000000,0x20009c11f004,1007808516,2886,1906,984192.0,0.0,0.0,0
136,15872,needle_cuda_shared_1,input_itemsets,1,618358318.7059,923861968.4471002,10766.64,4.3796,2.0803000000000007,11642.88,10.632700000000002,1.158,4446.5736000000015,1.5126999999999995,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6018000000000012,1.0265,11,0x2000a0000000,0x2000dc11f004,1007808516,2886,1188,984192.0,0.0,0.0,0
137,16128,needle_cuda_shared_1,referrence,0,630494332.4034,941981363.2955006,10769.99,4.390900000000001,2.0809,11423.36,10.678799999999997,1.1720999999999997,4450.0975,1.5117000000000005,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6016000000000008,1.0263,11,0x200060000000,0x20009e05f804,1040578564,2980,1941,1016192.0,0.0,0.0,0
138,16128,needle_cuda_shared_1,input_itemsets,1,630494332.4034,941981363.2955006,10769.99,4.390900000000001,2.0809,11423.36,10.678799999999997,1.1720999999999997,4450.0975,1.5117000000000005,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6016000000000008,1.0263,11,0x2000a0000000,0x2000de05f804,1040578564,2980,1235,1016192.0,0.0,0.0,0
139,16384,needle_cuda_shared_1,referrence,0,623465338.6283997,931562511.5357004,10633.92,4.4377,2.1108,11406.08,10.804899999999998,1.2062,4361.9944,1.5341999999999996,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6013000000000008,1.0263,11,0x200060000000,0x2000a0020004,1073872900,3074,2387,1048768.0,0.0,0.0,0
140,16384,needle_cuda_shared_1,input_itemsets,1,623465338.6283997,931562511.5357004,10633.92,4.4377,2.1108,11406.08,10.804899999999998,1.2062,4361.9944,1.5341999999999996,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6013000000000008,1.0263,11,0x2000c0000000,0x200100020004,1073872900,3074,1552,1048768.0,0.0,0.0,0
